"Store_id","Date","Region_Code","Store_Type","Location_Type","Latitude","Longitude","Predicted_Sales"
2,2019-07-05,"R3","S3","L1",37.249764774926,-87.6305735544302,42678.96484375
2,2019-07-06,"R3","S3","L1",37.249764774926,-87.6305735544302,52681.05078125
2,2019-07-07,"R3","S3","L1",37.249764774926,-87.6305735544302,52681.05078125
2,2019-07-08,"R3","S3","L1",37.249764774926,-87.6305735544302,40979.41796875
2,2019-07-09,"R3","S3","L1",37.249764774926,-87.6305735544302,54012.2578125
2,2019-07-10,"R3","S3","L1",37.249764774926,-87.6305735544302,54012.2578125
2,2019-07-11,"R3","S3","L1",37.249764774926,-87.6305735544302,54012.2578125
2,2019-07-12,"R3","S3","L1",37.249764774926,-87.6305735544302,53869.16015625
2,2019-07-13,"R3","S3","L1",37.249764774926,-87.6305735544302,61262.16015625
2,2019-07-14,"R3","S3","L1",37.249764774926,-87.6305735544302,45464.8984375
2,2019-07-15,"R3","S3","L1",37.249764774926,-87.6305735544302,40064.6875
2,2019-07-16,"R3","S3","L1",37.249764774926,-87.6305735544302,40173.0390625
2,2019-07-17,"R3","S3","L1",37.249764774926,-87.6305735544302,40173.0390625
2,2019-07-18,"R3","S3","L1",37.249764774926,-87.6305735544302,40173.0390625
2,2019-07-19,"R3","S3","L1",37.249764774926,-87.6305735544302,40173.0390625
2,2019-07-20,"R3","S3","L1",37.249764774926,-87.6305735544302,45876.97265625
2,2019-07-21,"R3","S3","L1",37.249764774926,-87.6305735544302,61795.5078125
2,2019-07-22,"R3","S3","L1",37.249764774926,-87.6305735544302,54217.2421875
2,2019-07-23,"R3","S3","L1",37.249764774926,-87.6305735544302,49066.86328125
2,2019-07-24,"R3","S3","L1",37.249764774926,-87.6305735544302,49066.86328125
2,2019-07-25,"R3","S3","L1",37.249764774926,-87.6305735544302,48995.8125
2,2019-07-26,"R3","S3","L1",37.249764774926,-87.6305735544302,34760.87109375
2,2019-07-27,"R3","S3","L1",37.249764774926,-87.6305735544302,41698.54296875
2,2019-07-28,"R3","S3","L1",37.249764774926,-87.6305735544302,42150.13671875
2,2019-07-29,"R3","S3","L1",37.249764774926,-87.6305735544302,34877.8828125
2,2019-07-30,"R3","S3","L1",37.249764774926,-87.6305735544302,34365.35546875
2,2019-07-31,"R3","S3","L1",37.249764774926,-87.6305735544302,34320.67578125
3,2019-06-01,"R1","S4","L2",40.7952607670799,-80.3556981135625,72180.7734375
3,2019-06-02,"R1","S4","L2",40.7952607670799,-80.3556981135625,67625.875
3,2019-06-03,"R1","S4","L2",40.7952607670799,-80.3556981135625,57190.94140625
3,2019-06-04,"R1","S4","L2",40.7952607670799,-80.3556981135625,56780.01171875
3,2019-06-05,"R1","S4","L2",40.7952607670799,-80.3556981135625,55561.3203125
3,2019-06-06,"R1","S4","L2",40.7952607670799,-80.3556981135625,56780.01171875
3,2019-06-07,"R1","S4","L2",40.7952607670799,-80.3556981135625,56541.67578125
3,2019-06-08,"R1","S4","L2",40.7952607670799,-80.3556981135625,81711.28125
3,2019-06-09,"R1","S4","L2",40.7952607670799,-80.3556981135625,79871.984375
3,2019-06-10,"R1","S4","L2",40.7952607670799,-80.3556981135625,69156.3984375
3,2019-06-11,"R1","S4","L2",40.7952607670799,-80.3556981135625,69156.3984375
3,2019-06-12,"R1","S4","L2",40.7952607670799,-80.3556981135625,69013.296875
3,2019-06-13,"R1","S4","L2",40.7952607670799,-80.3556981135625,55309.60546875
3,2019-06-14,"R1","S4","L2",40.7952607670799,-80.3556981135625,55309.60546875
3,2019-06-15,"R1","S4","L2",40.7952607670799,-80.3556981135625,63358.57421875
3,2019-06-16,"R1","S4","L2",40.7952607670799,-80.3556981135625,62518.6171875
3,2019-06-17,"R1","S4","L2",40.7952607670799,-80.3556981135625,56084.765625
3,2019-06-18,"R1","S4","L2",40.7952607670799,-80.3556981135625,56978.8515625
3,2019-06-19,"R1","S4","L2",40.7952607670799,-80.3556981135625,56978.8515625
3,2019-06-20,"R1","S4","L2",40.7952607670799,-80.3556981135625,70849.0546875
3,2019-06-21,"R1","S4","L2",40.7952607670799,-80.3556981135625,70970.328125
3,2019-06-22,"R1","S4","L2",40.7952607670799,-80.3556981135625,81732.65625
3,2019-06-23,"R1","S4","L2",40.7952607670799,-80.3556981135625,81732.65625
3,2019-06-24,"R1","S4","L2",40.7952607670799,-80.3556981135625,70970.328125
3,2019-06-25,"R1","S4","L2",40.7952607670799,-80.3556981135625,57708.50390625
3,2019-06-26,"R1","S4","L2",40.7952607670799,-80.3556981135625,57787.5703125
3,2019-06-27,"R1","S4","L2",40.7952607670799,-80.3556981135625,57787.5703125
3,2019-06-28,"R1","S4","L2",40.7952607670799,-80.3556981135625,57982.6953125
3,2019-06-29,"R1","S4","L2",40.7952607670799,-80.3556981135625,70222.453125
3,2019-06-30,"R1","S4","L2",40.7952607670799,-80.3556981135625,74217.0234375
3,2019-07-01,"R1","S4","L2",40.7952607670799,-80.3556981135625,61928.62890625
3,2019-07-02,"R1","S4","L2",40.7952607670799,-80.3556981135625,73863.4609375
3,2019-07-03,"R1","S4","L2",40.7952607670799,-80.3556981135625,73896.78125
3,2019-07-04,"R1","S4","L2",40.7952607670799,-80.3556981135625,62688.15234375
3,2019-07-05,"R1","S4","L2",40.7952607670799,-80.3556981135625,73896.78125
3,2019-07-06,"R1","S4","L2",40.7952607670799,-80.3556981135625,89673.8671875
3,2019-07-07,"R1","S4","L2",40.7952607670799,-80.3556981135625,74332.8203125
3,2019-07-08,"R1","S4","L2",40.7952607670799,-80.3556981135625,57806.34765625
3,2019-07-09,"R1","S4","L2",40.7952607670799,-80.3556981135625,56910.5859375
3,2019-07-10,"R1","S4","L2",40.7952607670799,-80.3556981135625,56910.5859375
3,2019-07-11,"R1","S4","L2",40.7952607670799,-80.3556981135625,56910.5859375
3,2019-07-12,"R1","S4","L2",40.7952607670799,-80.3556981135625,56910.5859375
3,2019-07-13,"R1","S4","L2",40.7952607670799,-80.3556981135625,81161.0234375
3,2019-07-14,"R1","S4","L2",40.7952607670799,-80.3556981135625,81161.0234375
3,2019-07-15,"R1","S4","L2",40.7952607670799,-80.3556981135625,70973.1328125
3,2019-07-16,"R1","S4","L2",40.7952607670799,-80.3556981135625,72066.0390625
3,2019-07-17,"R1","S4","L2",40.7952607670799,-80.3556981135625,72066.0390625
3,2019-07-18,"R1","S4","L2",40.7952607670799,-80.3556981135625,58121.94921875
3,2019-07-19,"R1","S4","L2",40.7952607670799,-80.3556981135625,58121.94921875
3,2019-07-20,"R1","S4","L2",40.7952607670799,-80.3556981135625,68087.125
3,2019-07-21,"R1","S4","L2",40.7952607670799,-80.3556981135625,68208.3984375
3,2019-07-22,"R1","S4","L2",40.7952607670799,-80.3556981135625,58243.22265625
3,2019-07-23,"R1","S4","L2",40.7952607670799,-80.3556981135625,51093.16796875
3,2019-07-24,"R1","S4","L2",40.7952607670799,-80.3556981135625,51093.16796875
3,2019-07-25,"R1","S4","L2",40.7952607670799,-80.3556981135625,65663.28125
3,2019-07-26,"R1","S4","L2",40.7952607670799,-80.3556981135625,65742.3515625
3,2019-07-27,"R1","S4","L2",40.7952607670799,-80.3556981135625,75899.03125
3,2019-07-28,"R1","S4","L2",40.7952607670799,-80.3556981135625,76477.25
3,2019-07-29,"R1","S4","L2",40.7952607670799,-80.3556981135625,65859.359375
3,2019-07-30,"R1","S4","L2",40.7952607670799,-80.3556981135625,51206.11328125
3,2019-07-31,"R1","S4","L2",40.7952607670799,-80.3556981135625,51161.43359375
4,2019-06-01,"R2","S1","L1",39.1099117994308,-83.208937905496,47305.8671875
4,2019-06-02,"R2","S1","L1",39.1099117994308,-83.208937905496,43476.921875
4,2019-06-03,"R2","S1","L1",39.1099117994308,-83.208937905496,34535.58203125
4,2019-06-04,"R2","S1","L1",39.1099117994308,-83.208937905496,34657.4296875
4,2019-06-05,"R2","S1","L1",39.1099117994308,-83.208937905496,35714.41015625
4,2019-06-06,"R2","S1","L1",39.1099117994308,-83.208937905496,44407.92578125
4,2019-06-07,"R2","S1","L1",39.1099117994308,-83.208937905496,44169.58984375
4,2019-06-08,"R2","S1","L1",39.1099117994308,-83.208937905496,53604.76171875
4,2019-06-09,"R2","S1","L1",39.1099117994308,-83.208937905496,51271.421875
4,2019-06-10,"R2","S1","L1",39.1099117994308,-83.208937905496,34085.58984375
4,2019-06-11,"R2","S1","L1",39.1099117994308,-83.208937905496,34085.58984375
4,2019-06-12,"R2","S1","L1",39.1099117994308,-83.208937905496,34085.58984375
4,2019-06-13,"R2","S1","L1",39.1099117994308,-83.208937905496,34085.58984375
4,2019-06-14,"R2","S1","L1",39.1099117994308,-83.208937905496,34085.58984375
4,2019-06-15,"R2","S1","L1",39.1099117994308,-83.208937905496,38337.33984375
4,2019-06-16,"R2","S1","L1",39.1099117994308,-83.208937905496,48183.6015625
4,2019-06-17,"R2","S1","L1",39.1099117994308,-83.208937905496,44468.140625
4,2019-06-18,"R2","S1","L1",39.1099117994308,-83.208937905496,45363.33203125
4,2019-06-19,"R2","S1","L1",39.1099117994308,-83.208937905496,45363.33203125
4,2019-06-20,"R2","S1","L1",39.1099117994308,-83.208937905496,45363.33203125
4,2019-06-21,"R2","S1","L1",39.1099117994308,-83.208937905496,35710.7109375
4,2019-06-22,"R2","S1","L1",39.1099117994308,-83.208937905496,41258.66796875
4,2019-06-23,"R2","S1","L1",39.1099117994308,-83.208937905496,41258.66796875
4,2019-06-24,"R2","S1","L1",39.1099117994308,-83.208937905496,35710.7109375
4,2019-06-25,"R2","S1","L1",39.1099117994308,-83.208937905496,35986.765625
4,2019-06-26,"R2","S1","L1",39.1099117994308,-83.208937905496,36241.3125
4,2019-06-27,"R2","S1","L1",39.1099117994308,-83.208937905496,36241.3125
4,2019-06-28,"R2","S1","L1",39.1099117994308,-83.208937905496,45859.18359375
4,2019-06-29,"R2","S1","L1",39.1099117994308,-83.208937905496,53643.19140625
4,2019-06-30,"R2","S1","L1",39.1099117994308,-83.208937905496,59469.7578125
4,2019-07-01,"R2","S1","L1",39.1099117994308,-83.208937905496,46518.16015625
4,2019-07-02,"R2","S1","L1",39.1099117994308,-83.208937905496,46273.328125
4,2019-07-03,"R2","S1","L1",39.1099117994308,-83.208937905496,37289.73046875
4,2019-07-04,"R2","S1","L1",39.1099117994308,-83.208937905496,33533.44140625
4,2019-07-05,"R2","S1","L1",39.1099117994308,-83.208937905496,37289.73046875
4,2019-07-06,"R2","S1","L1",39.1099117994308,-83.208937905496,46848.33203125
4,2019-07-07,"R2","S1","L1",39.1099117994308,-83.208937905496,46848.33203125
4,2019-07-08,"R2","S1","L1",39.1099117994308,-83.208937905496,35895.60546875
4,2019-07-09,"R2","S1","L1",39.1099117994308,-83.208937905496,45179.71484375
4,2019-07-10,"R2","S1","L1",39.1099117994308,-83.208937905496,45179.71484375
4,2019-07-11,"R2","S1","L1",39.1099117994308,-83.208937905496,45179.71484375
4,2019-07-12,"R2","S1","L1",39.1099117994308,-83.208937905496,45036.6171875
4,2019-07-13,"R2","S1","L1",39.1099117994308,-83.208937905496,51448.19921875
4,2019-07-14,"R2","S1","L1",39.1099117994308,-83.208937905496,40115.58984375
4,2019-07-15,"R2","S1","L1",39.1099117994308,-83.208937905496,35169.87890625
4,2019-07-16,"R2","S1","L1",39.1099117994308,-83.208937905496,35278.23046875
4,2019-07-17,"R2","S1","L1",39.1099117994308,-83.208937905496,35278.23046875
4,2019-07-18,"R2","S1","L1",39.1099117994308,-83.208937905496,35278.23046875
4,2019-07-19,"R2","S1","L1",39.1099117994308,-83.208937905496,35278.23046875
4,2019-07-20,"R2","S1","L1",39.1099117994308,-83.208937905496,40527.6640625
4,2019-07-21,"R2","S1","L1",39.1099117994308,-83.208937905496,51981.546875
4,2019-07-22,"R2","S1","L1",39.1099117994308,-83.208937905496,45384.69921875
4,2019-07-23,"R2","S1","L1",39.1099117994308,-83.208937905496,41219.67578125
4,2019-07-24,"R2","S1","L1",39.1099117994308,-83.208937905496,41219.67578125
4,2019-07-25,"R2","S1","L1",39.1099117994308,-83.208937905496,41148.625
4,2019-07-26,"R2","S1","L1",39.1099117994308,-83.208937905496,31626.291015625
4,2019-07-27,"R2","S1","L1",39.1099117994308,-83.208937905496,37544.96875
4,2019-07-28,"R2","S1","L1",39.1099117994308,-83.208937905496,37996.5625
4,2019-07-29,"R2","S1","L1",39.1099117994308,-83.208937905496,31743.3046875
4,2019-07-30,"R2","S1","L1",39.1099117994308,-83.208937905496,30971.462890625
4,2019-07-31,"R2","S1","L1",39.1099117994308,-83.208937905496,30926.78125
5,2019-06-01,"R3","S1","L1",35.8444501920603,-88.302499266807,50490.171875
5,2019-06-02,"R3","S1","L1",35.8444501920603,-88.302499266807,45603.140625
5,2019-06-03,"R3","S1","L1",35.8444501920603,-88.302499266807,36519.99609375
5,2019-06-04,"R3","S1","L1",35.8444501920603,-88.302499266807,36641.84375
5,2019-06-05,"R3","S1","L1",35.8444501920603,-88.302499266807,33936.73828125
5,2019-06-06,"R3","S1","L1",35.8444501920603,-88.302499266807,36641.84375
5,2019-06-07,"R3","S1","L1",35.8444501920603,-88.302499266807,36403.51171875
5,2019-06-08,"R3","S1","L1",35.8444501920603,-88.302499266807,55387.39453125
5,2019-06-09,"R3","S1","L1",35.8444501920603,-88.302499266807,53054.0546875
5,2019-06-10,"R3","S1","L1",35.8444501920603,-88.302499266807,45952.87890625
5,2019-06-11,"R3","S1","L1",35.8444501920603,-88.302499266807,46131.81640625
5,2019-06-12,"R3","S1","L1",35.8444501920603,-88.302499266807,45988.71875
5,2019-06-13,"R3","S1","L1",35.8444501920603,-88.302499266807,36248.94140625
5,2019-06-14,"R3","S1","L1",35.8444501920603,-88.302499266807,36248.94140625
5,2019-06-15,"R3","S1","L1",35.8444501920603,-88.302499266807,40679.703125
5,2019-06-16,"R3","S1","L1",35.8444501920603,-88.302499266807,39839.74609375
5,2019-06-17,"R3","S1","L1",35.8444501920603,-88.302499266807,37024.1015625
5,2019-06-18,"R3","S1","L1",35.8444501920603,-88.302499266807,37875.33203125
5,2019-06-19,"R3","S1","L1",35.8444501920603,-88.302499266807,37875.33203125
5,2019-06-20,"R3","S1","L1",35.8444501920603,-88.302499266807,47781.61328125
5,2019-06-21,"R3","S1","L1",35.8444501920603,-88.302499266807,47902.88671875
5,2019-06-22,"R3","S1","L1",35.8444501920603,-88.302499266807,55323.98046875
5,2019-06-23,"R3","S1","L1",35.8444501920603,-88.302499266807,55323.98046875
5,2019-06-24,"R3","S1","L1",35.8444501920603,-88.302499266807,47902.88671875
5,2019-06-25,"R3","S1","L1",35.8444501920603,-88.302499266807,38382.98046875
5,2019-06-26,"R3","S1","L1",35.8444501920603,-88.302499266807,38637.52734375
5,2019-06-27,"R3","S1","L1",35.8444501920603,-88.302499266807,38637.52734375
5,2019-06-28,"R3","S1","L1",35.8444501920603,-88.302499266807,39005.62109375
5,2019-06-29,"R3","S1","L1",35.8444501920603,-88.302499266807,44464.40625
5,2019-06-30,"R3","S1","L1",35.8444501920603,-88.302499266807,53059.953125
5,2019-07-01,"R3","S1","L1",35.8444501920603,-88.302499266807,43643.484375
5,2019-07-02,"R3","S1","L1",35.8444501920603,-88.302499266807,49573.6953125
5,2019-07-03,"R3","S1","L1",35.8444501920603,-88.302499266807,49586.23828125
5,2019-07-04,"R3","S1","L1",35.8444501920603,-88.302499266807,39604.55859375
5,2019-07-05,"R3","S1","L1",35.8444501920603,-88.302499266807,49586.23828125
5,2019-07-06,"R3","S1","L1",35.8444501920603,-88.302499266807,61824.18359375
5,2019-07-07,"R3","S1","L1",35.8444501920603,-88.302499266807,49490.01953125
5,2019-07-08,"R3","S1","L1",35.8444501920603,-88.302499266807,38358.28125
5,2019-07-09,"R3","S1","L1",35.8444501920603,-88.302499266807,37325.09375
5,2019-07-10,"R3","S1","L1",35.8444501920603,-88.302499266807,37325.09375
5,2019-07-11,"R3","S1","L1",35.8444501920603,-88.302499266807,37325.09375
5,2019-07-12,"R3","S1","L1",35.8444501920603,-88.302499266807,37325.09375
5,2019-07-13,"R3","S1","L1",35.8444501920603,-88.302499266807,53921.234375
5,2019-07-14,"R3","S1","L1",35.8444501920603,-88.302499266807,53921.234375
5,2019-07-15,"R3","S1","L1",35.8444501920603,-88.302499266807,47561.1328125
5,2019-07-16,"R3","S1","L1",35.8444501920603,-88.302499266807,47669.484375
5,2019-07-17,"R3","S1","L1",35.8444501920603,-88.302499266807,47669.484375
5,2019-07-18,"R3","S1","L1",35.8444501920603,-88.302499266807,37551.90234375
5,2019-07-19,"R3","S1","L1",35.8444501920603,-88.302499266807,37551.90234375
5,2019-07-20,"R3","S1","L1",35.8444501920603,-88.302499266807,42980.34765625
5,2019-07-21,"R3","S1","L1",35.8444501920603,-88.302499266807,43101.62109375
5,2019-07-22,"R3","S1","L1",35.8444501920603,-88.302499266807,37673.17578125
5,2019-07-23,"R3","S1","L1",35.8444501920603,-88.302499266807,33781.59765625
5,2019-07-24,"R3","S1","L1",35.8444501920603,-88.302499266807,33781.59765625
5,2019-07-25,"R3","S1","L1",35.8444501920603,-88.302499266807,43444.36328125
5,2019-07-26,"R3","S1","L1",35.8444501920603,-88.302499266807,43523.4296875
5,2019-07-27,"R3","S1","L1",35.8444501920603,-88.302499266807,50475.29296875
5,2019-07-28,"R3","S1","L1",35.8444501920603,-88.302499266807,50944.53125
5,2019-07-29,"R3","S1","L1",35.8444501920603,-88.302499266807,43496.59375
5,2019-07-30,"R3","S1","L1",35.8444501920603,-88.302499266807,32804.921875
5,2019-07-31,"R3","S1","L1",35.8444501920603,-88.302499266807,32760.234375
6,2019-06-01,"R1","S4","L1",40.1774460489629,-80.4092188731302,57870.90234375
6,2019-06-02,"R1","S4","L1",40.1774460489629,-80.4092188731302,52269.76953125
6,2019-06-03,"R1","S4","L1",40.1774460489629,-80.4092188731302,41513.27734375
6,2019-06-04,"R1","S4","L1",40.1774460489629,-80.4092188731302,41102.34765625
6,2019-06-05,"R1","S4","L1",40.1774460489629,-80.4092188731302,42552.43359375
6,2019-06-06,"R1","S4","L1",40.1774460489629,-80.4092188731302,41102.34765625
6,2019-06-07,"R1","S4","L1",40.1774460489629,-80.4092188731302,58509.44140625
6,2019-06-08,"R1","S4","L1",40.1774460489629,-80.4092188731302,69501.6796875
6,2019-06-09,"R1","S4","L1",40.1774460489629,-80.4092188731302,68417.2890625
6,2019-06-10,"R1","S4","L1",40.1774460489629,-80.4092188731302,57896.2109375
6,2019-06-11,"R1","S4","L1",40.1774460489629,-80.4092188731302,57258.53515625
6,2019-06-12,"R1","S4","L1",40.1774460489629,-80.4092188731302,40030.44921875
6,2019-06-13,"R1","S4","L1",40.1774460489629,-80.4092188731302,40030.44921875
6,2019-06-14,"R1","S4","L1",40.1774460489629,-80.4092188731302,40030.44921875
6,2019-06-15,"R1","S4","L1",40.1774460489629,-80.4092188731302,47202.98046875
6,2019-06-16,"R1","S4","L1",40.1774460489629,-80.4092188731302,46363.02734375
6,2019-06-17,"R1","S4","L1",40.1774460489629,-80.4092188731302,40805.60546875
6,2019-06-18,"R1","S4","L1",40.1774460489629,-80.4092188731302,58785.7890625
6,2019-06-19,"R1","S4","L1",40.1774460489629,-80.4092188731302,58785.7890625
6,2019-06-20,"R1","S4","L1",40.1774460489629,-80.4092188731302,58785.7890625
6,2019-06-21,"R1","S4","L1",40.1774460489629,-80.4092188731302,58907.0625
6,2019-06-22,"R1","S4","L1",40.1774460489629,-80.4092188731302,69167.8203125
6,2019-06-23,"R1","S4","L1",40.1774460489629,-80.4092188731302,49528.23828125
6,2019-06-24,"R1","S4","L1",40.1774460489629,-80.4092188731302,41436.5
