"Store_id","Store_Type","Location_Type","Region_Code","Latitude","Longitude","Avg_Sales","Total_Sales","Sales_SD","Discount_Rate"
81,"S3","L2","R1",40.5141531036235,-81.3479307251982,50561.1343604651,26089545.33,15364.0991047629,0.451550387596899
82,"S4","L2","R1",41.2356944986619,-81.2229041431565,62960.1499418605,32487437.37,18733.8785824638,0.455426356589147
83,"S2","L5","R1",40.8099995254539,-80.8165614118334,18693.4552325581,9645822.9,5704.16017515965,0.451550387596899
84,"S1","L1","R3",37.2682672147639,-87.0778699994553,41318.3315697674,21320259.09,10892.4291535034,0.451550387596899
85,"S4","L2","R1",40.2748698952375,-81.1566495054867,70165.8016860465,36205553.67,21108.0729016369,0.447674418604651
86,"S1","L1","R4",33.5037182153901,-90.022377145011,34409.25,17755173,9072.85591198994,0.437984496124031
87,"S4","L2","R3",36.0900185424834,-86.1651492619421,71577.5516860465,36934016.67,27029.9311894982,0.451550387596899
88,"S2","L5","R2",38.8607960523805,-84.6400998800527,24150.8259302326,12461826.18,6853.19177748449,0.437984496124031
89,"S1","L4","R1",41.6069974033395,-81.114298774628,29596.2501744186,15271665.09,9746.30910609941,0.453488372093023
90,"S1","L1","R3",36.6233512177132,-86.0857156182174,40737.2525,21020422.29,14513.3588410374,0.451550387596899
91,"S3","L1","R1",40.3221826756606,-82.7531898738816,47365.9109883721,24440810.07,11420.8215712288,0.437984496124031
92,"S1","L4","R2",39.7177411240991,-83.3100678059272,30073.3590116279,15517853.25,9889.01943538635,0.453488372093023
93,"S1","L1","R4",34.6827078935457,-90.0714195738547,36928.3522093023,19055029.74,9402.07775225729,0.447674418604651
94,"S4","L2","R2",38.7323675886728,-84.4901449661702,52532.8275581395,27106939.02,11014.7817425853,0.437984496124031
95,"S3","L1","R1",40.6446345122298,-82.562270374503,39792.3713953488,20532863.64,9899.67978744449,0.447674418604651
96,"S3","L1","R3",35.6517142606899,-86.5931488990318,47396.0870348837,24456380.91,13810.0262352468,0.451550387596899
97,"S4","L1","R1",41.4299003122374,-81.54064976261,53775.6718023256,27748246.65,12505.1219482033,0.453488372093023
98,"S2","L5","R2",39.1960249402327,-85.6685196647886,23388.7281976744,12068583.75,7114.46210306917,0.451550387596899
99,"S1","L1","R3",36.1791110280901,-88.9660189794376,42135.9885465116,21742170.09,13017.0338867992,0.443798449612403
100,"S1","L1","R2",39.3774048360065,-84.3650707190391,37053.7669767442,19119743.76,10299.6908140778,0.451550387596899
101,"S1","L4","R3",35.5082138809375,-87.1781933072489,28951.733372093,14939094.42,7976.74656275431,0.437984496124031
102,"S4","L2","R1",40.6658000185387,-81.444088408025,57994.045872093,29924927.67,16660.6502255214,0.451550387596899
103,"S1","L3","R3",36.4259504224174,-86.8723740219139,35177.3528488372,18151514.07,10456.478864928,0.451550387596899
104,"S1","L1","R2",38.9242785994429,-84.7345636473037,35852.7724418605,18500030.58,8712.91888423458,0.437984496124031
105,"S4","L2","R1",40.920934075187,-80.1168169975281,52342.3077906977,27008630.82,14268.5459466922,0.455426356589147
106,"S1","L1","R4",34.7878871109569,-89.4786219645757,38370.2386627907,19799043.15,10318.1272944185,0.453488372093023
107,"S1","L3","R3",36.9076259001158,-88.1810678821057,33910.5784302326,17497858.47,14192.2338023304,0.455426356589147
108,"S1","L1","R4",34.2336372478167,-89.1408742952626,44973.8193023256,23206490.76,11417.7574250777,0.451550387596899
109,"S1","L1","R1",40.7981726201018,-82.8867974579334,42261.3061046512,21806833.95,12281.5630835111,0.451550387596899
110,"S2","L3","R3",35.6944789113477,-87.8430971940979,31209.5090697674,16104106.68,8634.7172435039,0.451550387596899
111,"S1","L1","R2",39.1667910953984,-84.5681470024865,42623.9084883721,21993936.78,13081.3783938017,0.451550387596899
112,"S1","L1","R3",36.9726680582389,-87.7544268572237,35567.0777325581,18352612.11,8921.97183102546,0.451550387596899
113,"S2","L3","R3",36.7254469371401,-87.37351448345,29586.5856395349,15266678.19,7788.04226335333,0.451550387596899
114,"S3","L1","R4",34.6780229276046,-91.368299763184,46851.2163372093,24175227.63,13744.6833353095,0.451550387596899
115,"S4","L2","R1",41.3250136648305,-80.735648044385,64783.9094186046,33428497.26,18347.5052557505,0.455426356589147
116,"S2","L3","R3",36.0255125556141,-88.9064472618047,29413.8548837209,15177549.12,7770.80767184898,0.447674418604651
117,"S1","L1","R3",37.2967216623947,-88.5030403884593,36982.1083139535,19082767.89,10214.2065869538,0.451550387596899
118,"S2","L1","R4",33.8835096755065,-91.7502474221401,33882.4899418605,17483364.81,8537.62721382116,0.447674418604651
119,"S1","L1","R3",35.9724698718637,-88.5728358877823,41202.3249418605,21260399.67,11622.0877016778,0.451550387596899
120,"S3","L2","R2",39.8990216185339,-85.0233209065627,55025.245,28393026.42,17688.2062765152,0.447674418604651
121,"S1","L1","R4",34.7205025466392,-90.3666864621919,45410.0062209302,23431563.21,12330.6768032507,0.451550387596899
122,"S1","L1","R2",38.6915585318347,-85.9850264640991,39739.3468023256,20505502.95,11997.9016451312,0.451550387596899
123,"S4","L2","R3",37.4834904707968,-86.4379158874508,53580.2803488372,27647424.66,14648.7363904705,0.451550387596899
124,"S3","L2","R3",36.9302670555189,-88.0085331785958,54132.104127907,27932165.73,21829.739993928,0.451550387596899
125,"S4","L2","R1",40.7281310719205,-82.2270560117904,58602.7543604651,30239021.25,15846.6827813407,0.455426356589147
126,"S4","L2","R2",39.9571571002016,-83.5451234926004,89829.1288953488,46351830.51,23334.7368389909,0.451550387596899
127,"S4","L2","R2",38.6057334665675,-85.6463246101048,60274.1304069767,31101451.29,18269.5080057721,0.451550387596899
128,"S1","L2","R2",39.1896777898073,-84.0099269866478,44912.7781976744,23174993.55,14301.6682685724,0.451550387596899
129,"S3","L1","R1",40.3412417432293,-82.1960912023205,41130.8400581395,21223513.47,13932.9717129007,0.451550387596899
130,"S1","L1","R3",37.278042985592,-88.1592105203308,36244.2290116279,18702022.17,8649.39415301819,0.437984496124031
131,"S4","L2","R1",41.1527360217646,-81.5776493977755,68161.4469767442,35171306.64,20849.0938258024,0.455426356589147
132,"S1","L1","R3",35.5847213575616,-88.349645301234,44829.9371511628,23132247.57,16758.9963731521,0.453488372093023
133,"S1","L1","R4",33.8390955572249,-89.1881268811412,39474.1377325581,20368655.07,12095.0745965957,0.451550387596899
134,"S1","L4","R1",41.3530321544735,-81.3253880897537,30260.204127907,15614265.33,10256.3058882291,0.451550387596899
135,"S1","L1","R4",34.2964036007179,-91.7383034385275,38311.4476744186,19768707,10527.3507665138,0.451550387596899
136,"S2","L5","R4",33.5069572262,-89.4753259830177,22622.779244186,11673354.09,5885.62430733416,0.437984496124031
137,"S4","L1","R1",41.4970692822477,-82.2666607089341,47005.249127907,24254708.55,13543.1735520647,0.451550387596899
138,"S1","L1","R1",41.4366786378901,-82.6088644634001,35173.7935465116,18149677.47,12363.9827565564,0.447674418604651
139,"S4","L2","R2",38.6199593684869,-85.2269582787994,63882.7472674419,32963497.59,20148.1143173533,0.455426356589147
140,"S4","L1","R1",40.8470336116152,-81.859987254953,48779.4005232558,25170170.67,14352.6414620026,0.439922480620155
141,"S1","L1","R2",38.7670207219198,-85.934720620513,37477.9562209302,19338625.41,8980.95341365228,0.437984496124031
142,"S2","L1","R3",35.8395381001756,-88.4177972993348,30876.8551744186,15932457.27,7955.89802457809,0.437984496124031
143,"S3","L2","R3",37.023970646318,-86.5505098425783,56113.2047674419,28954413.66,13362.5263913321,0.437984496124031
144,"S1","L3","R3",36.554789881222,-87.1416438200977,36218.0341860465,18688505.64,10036.1404017617,0.447674418604651
145,"S1","L3","R1",41.5326398421079,-81.293848910369,36124.4405232558,18640211.31,12223.3894541096,0.451550387596899
146,"S4","L2","R1",40.492975029489,-82.33759176475,84685.4470348837,43697690.67,23557.8804651638,0.451550387596899
147,"S4","L2","R4",33.9826161370147,-90.8623707392253,63217.8574418605,32620414.44,17807.1921694828,0.447674418604651
148,"S1","L1","R2",39.7901602691272,-83.1608133187983,32722.1554069767,16884632.19,7995.7706309946,0.451550387596899
149,"S2","L3","R2",39.09349095996,-83.2073497765232,30221.1465116279,15594111.6,9967.15500733111,0.455426356589147
150,"S4","L2","R1",41.3446298494004,-80.6468054782599,66455.878255814,34291233.18,21347.4524728581,0.455426356589147
151,"S1","L3","R2",38.7576151089743,-84.0501840549987,30592.3390116279,15785646.93,8104.83524505136,0.447674418604651
152,"S2","L1","R1",40.9457963540452,-82.565320558846,34448.5771511628,17775465.81,8718.86380891136,0.437984496124031
153,"S4","L2","R1",40.7594453507336,-82.0350878685713,79276.1080232558,40906471.74,23770.4528780194,0.451550387596899
154,"S1","L3","R2",38.5939749975223,-83.2338143365923,36796.4387209302,18986962.38,15265.1942416855,0.451550387596899
155,"S3","L1","R2",39.7226222426398,-85.492278158199,45546.9498255814,23502226.11,11633.9229055274,0.455426356589147
156,"S1","L1","R3",37.38519772375,-86.0673526886385,44356.1516860465,22887774.27,18318.9553055854,0.451550387596899
157,"S4","L2","R1",41.0722900337772,-81.6225245741662,60702.8702906977,31322681.07,11966.8771601815,0.437984496124031
158,"S4","L2","R2",38.9681691878941,-84.9037841092795,63050.5820348837,32534100.33,15830.3409052084,0.443798449612403
159,"S2","L1","R3",36.0188533402979,-87.9695832435973,30936.6927325581,15963333.45,7435.69147830748,0.437984496124031
160,"S4","L2","R1",40.4705841368297,-80.9741195011884,83666.5408139535,43171935.06,21579.3190168241,0.455426356589147
161,"S1","L1","R3",36.6313086869195,-86.2779039833695,38005.0469767442,19610604.24,11438.1385354958,0.451550387596899
162,"S4","L1","R2",39.8548503404018,-83.5290008711163,51033.9223255814,26333503.92,14845.4644960056,0.451550387596899
163,"S1","L2","R3",36.8392070918344,-88.1070083207451,49373.1579651163,25476549.51,13566.7785706007,0.451550387596899
164,"S1","L1","R3",36.5930455885828,-87.0243726121262,36477.4528488372,18822365.67,11533.6901021993,0.451550387596899
165,"S1","L1","R2",38.954331436893,-84.5120849420782,38350.7000581395,19788961.23,9924.61068747193,0.437984496124031
166,"S1","L1","R2",39.9087076009018,-85.8011950966902,35410.4923255814,18271814.04,10167.432541603,0.439922480620155
167,"S1","L1","R2",39.5314113725908,-85.8870565083344,35322.0640697674,18226185.06,10382.4778379889,0.455426356589147
168,"S2","L3","R3",36.2618074002676,-87.3686032225378,30827.6398837209,15907062.18,8848.51650450586,0.451550387596899
169,"S1","L2","R4",33.7196353164036,-90.3039660190698,47240.1070930233,24375895.26,11244.3469393225,0.439922480620155
170,"S1","L1","R2",38.5592487967806,-84.7328411752824,42091.7623837209,21719349.39,12722.4159114499,0.439922480620155
171,"S4","L2","R3",37.3473984263837,-86.2863832723815,56155.0506976744,28976006.16,17656.7357822957,0.451550387596899
172,"S1","L1","R1",40.4125084343366,-82.0981384748593,39324.1405232558,20291256.51,9645.06200161861,0.447674418604651
173,"S4","L2","R1",41.568194989441,-80.7437399867922,72455.7427325581,37387163.25,14525.7709044533,0.437984496124031
174,"S1","L1","R4",33.6318419221789,-91.4544702540152,37054.57,19120158.12,9334.77887110342,0.437984496124031
175,"S4","L2","R1",41.2360839045374,-81.6543256817386,101860.959593023,52560255.15,31750.856434255,0.453488372093023
176,"S4","L2","R3",36.5226291930303,-87.7037972263061,68539.3279069767,35366293.2,20400.4188112732,0.451550387596899
177,"S2","L1","R4",34.5878419280052,-91.8168752298225,33452.4943604651,17261487.09,7644.55187066925,0.437984496124031
178,"S3","L2","R3",37.3067245758139,-86.2877057145815,47465.7225581395,24492312.84,18545.3325795784,0.451550387596899
179,"S1","L1","R2",38.9152826087084,-83.8158459158149,44730.4913372093,23080933.53,14234.0655437951,0.447674418604651
180,"S1","L3","R2",39.6296651493758,-84.2856921472121,31769.551627907,16393088.64,8856.45339828407,0.437984496124031
181,"S3","L1","R3",35.5077926861122,-87.594874688657,42443.226744186,21900705,16643.2770947856,0.451550387596899
182,"S3","L1","R1",40.6311618803535,-81.6577313279267,40034.0560465116,20657572.92,11324.9351887499,0.447674418604651
183,"S1","L3","R1",41.3040935477708,-82.832969854353,38385.2714534884,19806800.07,11488.5728649535,0.451550387596899
184,"S1","L2","R2",39.703357325634,-84.5875387485139,43911.6313372093,22658401.77,11558.7151646913,0.437984496124031
185,"S1","L1","R3",36.127685144078,-86.4572611600161,40739.7493023256,21021710.64,11085.597593549,0.447674418604651
186,"S2","L5","R2",38.9913960985141,-85.2573051129002,23489.1501162791,12120401.46,6817.07565578148,0.437984496124031
187,"S1","L1","R1",40.5505556434859,-82.1979613816366,33253.0004069767,17158548.21,14469.3101793767,0.439922480620155
188,"S3","L2","R1",41.0598037391202,-81.2041991802398,54165.3541860465,27949322.76,14713.5546609615,0.437984496124031
189,"S2","L3","R3",36.2678733430803,-88.9556162189692,29688.3311627907,15319178.88,7914.06116252795,0.447674418604651
190,"S3","L3","R1",41.633186462149,-80.0235246787779,40640.0093023256,20970244.8,9833.30034989003,0.451550387596899
191,"S3","L1","R1",40.5660832565511,-82.4264301175717,41824.7948837209,21581594.16,9233.23508800349,0.437984496124031
192,"S1","L1","R3",35.5838389969431,-88.7666843042243,43624.7254651163,22510358.34,11403.0967408236,0.455426356589147
193,"S2","L3","R4",34.3239196907962,-90.006934388075,28894.7938372093,14909713.62,7662.47404214392,0.451550387596899
194,"S1","L1","R2",39.2647643490927,-84.8673798323143,40785.4313953488,21045282.6,10811.7556438353,0.451550387596899
195,"S4","L1","R1",41.6934339515632,-82.989393515978,54557.6506976744,28151747.76,14306.5931946789,0.447674418604651
196,"S1","L1","R3",36.8689729459584,-86.7940579561982,40271.5238953488,20780106.33,11228.6565380265,0.447674418604651
197,"S2","L5","R1",40.7916154085426,-81.6858214868698,25876.7413953488,13352398.56,12284.2772581263,0.455426356589147
198,"S4","L2","R3",36.6093636588193,-88.6896818238311,60682.2779069767,31312055.4,22520.1962335624,0.451550387596899
199,"S1","L1","R4",34.7721615206683,-89.8989447653294,34263.3045348837,17679865.14,7222.54242011197,0.437984496124031
200,"S2","L1","R2",39.475392250577,-83.8679044907913,35648.9397674419,18394852.92,10024.0098634693,0.439922480620155
201,"S4","L1","R1",40.5058342456352,-82.2477906483691,54363.7980232558,28051719.78,14584.0988167408,0.455426356589147
202,"S4","L2","R2",39.092880642158,-85.9696528005879,54077.2186627907,27903844.83,14763.6366930903,0.451550387596899
203,"S2","L4","R2",39.7184572428232,-85.2291473965161,27538.4964534884,14209864.17,9572.89397875734,0.437984496124031
204,"S4","L1","R3",36.6927259215154,-86.8022315062117,49400.9913372093,25490911.53,14880.2524938707,0.451550387596899
205,"S1","L1","R2",39.8276989773149,-83.2194117584731,40576.459244186,20937452.97,11254.9913048351,0.451550387596899
206,"S1","L1","R1",41.596419120091,-81.2774308009539,45645.8431395349,23553255.06,12439.0218551673,0.437984496124031
207,"S1","L1","R3",36.5519485482946,-88.1345167665277,41163.0251162791,21240120.96,9653.29841411263,0.437984496124031
208,"S3","L1","R1",40.5900067771785,-81.2300026176963,42026.9305232558,21685896.15,14703.3106571995,0.439922480620155
209,"S1","L1","R1",40.3900968996808,-82.3312149797566,35751.1131395349,18447574.38,12092.7962187633,0.451550387596899
210,"S1","L5","R1",40.3926919688471,-82.6895231041126,27360.5969767442,14118068.04,6831.9661729318,0.451550387596899
211,"S4","L2","R1",40.9194724293891,-80.7904819191899,59142.0811046512,30517313.85,16681.2348820553,0.455426356589147
212,"S4","L2","R3",36.4804483964108,-86.8660392973106,63289.3988372093,32657329.8,17065.8863028242,0.443798449612403
213,"S1","L1","R2",38.5275461255806,-85.3268835991621,41850.6134883721,21594916.56,8844.76804573083,0.437984496124031
214,"S1","L1","R4",34.5269130443921,-91.3511755343061,35622.6465697674,18381285.63,10079.1710998899,0.451550387596899
215,"S3","L2","R1",40.1810281666229,-80.7654918497428,51294.2114534884,26467813.11,15025.4144247064,0.451550387596899
216,"S2","L5","R1",41.2914502487052,-81.6955095629673,23147.3796511628,11944047.9,5211.60768921925,0.451550387596899
217,"S4","L1","R1",40.6982106853742,-82.4756745880004,45575.085872093,23516744.31,14975.2651313414,0.447674418604651
218,"S1","L3","R2",39.781149966293,-84.0272143881302,30992.5619767442,15992161.98,10434.0943101306,0.437984496124031
219,"S4","L2","R1",41.4956172507256,-80.7126254367176,66522.0843023256,34325395.5,19662.6964331559,0.451550387596899
220,"S2","L4","R3",36.1081049381755,-87.3656834962312,27703.6804651163,14295099.12,7078.37616111323,0.437984496124031
221,"S1","L1","R2",38.72700725717,-83.4091840120964,38496.0252325581,19863949.02,9598.96372940081,0.437984496124031
222,"S4","L2","R2",38.9227175045526,-83.974998250138,59841.9905813954,30878467.14,19634.0424915045,0.451550387596899
223,"S2","L5","R2",39.5000577367609,-85.5155963334255,26915.5027325581,13888399.41,10285.7354834555,0.453488372093023
224,"S1","L2","R2",39.9660753651988,-85.9637290798128,45748.3271511628,23606136.81,12315.625815092,0.437984496124031
225,"S1","L1","R1",40.1898347027134,-81.5631544231437,36451.3593023256,18808901.4,13638.9891912652,0.451550387596899
226,"S2","L5","R4",34.7091642142041,-91.6309905964881,23202.0950581395,11972281.05,9156.33591466168,0.451550387596899
227,"S4","L2","R1",40.9123371457448,-82.7101392925251,50912.2839534884,26270738.52,11281.9063139299,0.437984496124031
228,"S1","L1","R1",41.0524305482628,-80.1473292952869,33974.9073255814,17531052.18,13058.9715899935,0.451550387596899
229,"S1","L1","R2",38.6803556928644,-84.1527318074368,38544.7876744186,19889110.44,10876.2889797589,0.437984496124031
230,"S2","L4","R4",34.9630475196755,-90.4956345595419,25076.6853488372,12939569.64,7196.8825878594,0.437984496124031
231,"S4","L2","R3",36.5163161694072,-87.2482288035098,56866.0622674419,29342888.13,17245.2061228378,0.451550387596899
232,"S1","L1","R4",34.2330103027634,-89.4862179644406,35578.5659302326,18358540.02,8934.1279823439,0.437984496124031
233,"S1","L3","R3",36.7465227670036,-88.9719663707074,32133.8034883721,16581042.6,10799.4476318182,0.451550387596899
234,"S2","L4","R2",39.8415019381791,-84.8539430114906,26852.1912209302,13855730.67,7810.02609453281,0.437984496124031
235,"S1","L1","R3",37.3158928016201,-86.2765955668874,38887.9530813953,20066183.79,10822.6822610735,0.439922480620155
236,"S1","L1","R3",36.6388865495101,-88.667667320231,38935.5847674419,20090761.74,10328.9338607683,0.437984496124031
