"Store_id","Store_Type","Location_Type","Region_Code","Latitude","Longitude","Forecasted_Sales","Forecast_SD"
24,"S1","L1","R2",38.6424436197849,-85.6744942895602,40275.1226306352,6451.6237799597
25,"S1","L3","R1",41.2146998584969,-82.1131778764538,36765.101850666,6660.28154633059
26,"S1","L1","R3",36.4796741032042,-86.7701550747734,45401.7260502049,7104.85452184115
27,"S1","L3","R3",36.4885847237892,-88.7069233895745,36318.0610271516,6529.90702113142
28,"S3","L2","R3",37.2767431703396,-86.1142837475054,55638.8687243852,9046.57767444653
29,"S1","L4","R2",39.6785317513859,-84.3078726886306,33668.131147541,6587.24003736555
30,"S1","L2","R2",38.6581266191788,-85.0833904414903,50808.174692623,7399.17362448333
31,"S1","L5","R2",38.8593919435516,-85.2019729060121,31361.8288614242,6129.70057020312
32,"S1","L1","R2",38.9058173085796,-84.1024976312183,41472.127817623,6274.29104846219
33,"S4","L2","R4",34.3525070181349,-89.4053240353242,62570.9723360656,9980.66638766675
34,"S1","L3","R1",41.4522946100682,-80.9995946774725,36559.9322809939,6619.86444256693
35,"S1","L1","R2",39.9868548337836,-83.0229948915076,41222.3333119877,6399.42707888818
36,"S1","L3","R4",34.310384274344,-89.4044387338217,36475.0089971824,6570.64659052849
37,"S1","L3","R3",35.7914175251499,-86.6098161954433,36500.7959784836,6527.72207513354
38,"S1","L3","R2",39.8579643724952,-85.0139237754047,36738.9362512807,6455.31841846269
39,"S4","L1","R1",40.6409077129792,-80.4006222661119,57305.7970671107,9760.54020418873
40,"S1","L1","R4",34.581963899429,-91.7596343343612,42796.7047259221,5865.23209674254
41,"S1","L1","R2",39.1747037261957,-83.6139298924245,43275.8862064549,6694.02440492202
42,"S1","L4","R3",37.1262262649834,-87.5618701626081,33511.696689293,6380.45803233099
43,"S1","L1","R2",38.6237541186856,-84.5839413984213,39756.2787525615,6470.69050691178
44,"S1","L3","R2",39.0089688702719,-84.0553914820775,38408.7391777664,6775.39205804862
45,"S3","L1","R1",40.3591560711619,-80.9817388167139,45971.4831582992,8193.98133539523
46,"S2","L1","R2",38.9754238721216,-84.6015876256861,35815.1042200307,5151.16953985811
47,"S4","L2","R2",39.7473528970731,-83.1727781489026,63594.4946849385,8550.64342260383
48,"S1","L1","R2",38.8227581239771,-85.2636071040761,40770.3360015369,6383.79320418298
49,"S4","L1","R2",39.2469234042801,-85.9326288222801,56409.2437884221,7845.54275245963
50,"S3","L2","R4",33.8257756744279,-91.214598601684,54837.0030737705,8770.95057951893
51,"S1","L1","R2",38.7880349780899,-85.2198534291238,38909.362416752,6375.48029939128
52,"S1","L1","R3",37.138934279792,-87.0846124226227,42576.4689741291,7451.01908151519
53,"S3","L1","R2",38.9825883066515,-85.7738562873565,47434.595991291,8131.33094107293
54,"S1","L2","R3",36.8088015331887,-87.0064739610534,49727.2408427254,7912.36586876383
55,"S1","L1","R2",38.5419888579054,-83.244382028468,41467.7545146004,6766.39494674906
56,"S2","L5","R3",36.4227378536016,-86.7751404785085,26561.2010438012,4739.43232167054
57,"S4","L1","R1",40.3168038054137,-82.5720944637433,51236.8194800205,6760.89105776063
58,"S1","L1","R1",41.3806233693147,-81.9217013870366,41176.2041175717,6230.95066662448
59,"S1","L3","R1",41.6215771105606,-82.2634847974405,36640.3819159836,6587.01556781469
60,"S1","L5","R2",39.8366714686854,-85.1316416347399,31986.1734118852,6200.50107558704
61,"S1","L1","R3",37.3673930410296,-86.7792161384132,42486.1960809426,7436.14026537096
62,"S2","L5","R1",40.261229123571,-82.4024847964756,26495.7427958504,4922.03401253639
63,"S1","L1","R2",39.0823069956386,-84.5598609764129,44452.6121285861,6389.8448857417
64,"S3","L1","R2",38.7407126387116,-83.7131748013198,47478.350986168,8080.98137542462
65,"S1","L2","R2",39.7938278462971,-85.0141642249655,54449.211513832,8354.61721584173
66,"S3","L3","R3",36.3152613155544,-86.2690906692296,43202.9126536885,7651.83735749314
67,"S2","L5","R1",41.477109400183,-80.0275288019329,22453.6444031762,6130.04487801767
68,"S1","L2","R4",34.1888612258481,-91.0699252143968,50642.1072617828,7932.51202350533
69,"S1","L1","R4",33.8622533751186,-91.5886073620059,40241.9213627049,6061.94948422206
70,"S1","L1","R3",36.0184896821156,-86.7103542762343,40829.1486296107,6928.81549193414
71,"S2","L5","R1",41.3826077696867,-81.3258612747304,24469.1623335041,5132.70963053281
72,"S1","L2","R3",36.2316909465007,-88.3198184838984,50385.1889088115,7966.25270896113
73,"S3","L2","R4",33.9304364288691,-89.5581303846557,56296.3643058402,8879.84180152785
74,"S3","L1","R2",38.6491687350208,-85.6219184044749,47446.1385117828,8092.20224582848
75,"S3","L2","R3",36.0255926083773,-88.8651767410338,55923.5547515369,9164.37228738831
76,"S2","L3","R3",37.4372823359445,-86.9912947597913,31634.1296746926,4977.71189931742
77,"S2","L5","R3",36.4769909647293,-86.7611684801523,25654.054975666,4934.87544409069
78,"S1","L1","R4",34.4728345229523,-91.7986381433439,39733.5021772541,6793.17273371001
79,"S2","L5","R4",34.8744586094981,-90.6943746937905,25819.4133260758,5053.77580803995
80,"S1","L1","R1",40.2889302213909,-81.3138654308859,39856.165151127,6557.33777263953
81,"S3","L2","R1",40.5141531036235,-81.3479307251982,55541.1436987705,8614.86212523532
82,"S4","L2","R1",41.2356944986619,-81.2229041431565,65324.532914959,9424.33025674753
83,"S2","L5","R1",40.8099995254539,-80.8165614118334,22650.3876152664,4422.70829040534
84,"S1","L1","R3",37.2682672147639,-87.0778699994553,41129.0960553279,6654.72156760688
85,"S4","L2","R1",40.2748698952375,-81.1566495054867,71284.9868084016,9249.78368287813
86,"S1","L1","R4",33.5037182153901,-90.022377145011,39923.4958696209,6039.83348419056
87,"S4","L2","R3",36.0900185424834,-86.1651492619421,73217.5703765369,17880.0720659076
88,"S2","L5","R2",38.8607960523805,-84.6400998800527,26259.5233414447,4605.7711499389
89,"S1","L4","R1",41.6069974033395,-81.114298774628,33267.402631916,6231.87557281568
90,"S1","L1","R3",36.6233512177132,-86.0857156182174,40994.4065061475,6598.57826782876
91,"S3","L1","R1",40.3221826756606,-82.7531898738816,47697.8170466189,8124.6853857705
92,"S1","L4","R2",39.7177411240991,-83.3100678059272,33311.9383004611,6245.05644492572
93,"S1","L1","R4",34.6827078935457,-90.0714195738547,40985.455366291,6557.33561790843
94,"S4","L2","R2",38.7323675886728,-84.4901449661702,59161.2790727459,7459.82177880211
95,"S3","L1","R1",40.6446345122298,-82.562270374503,44573.0792776639,7437.71845099709
96,"S3","L1","R3",35.6517142606899,-86.5931488990318,47545.8527792008,8332.92424109102
97,"S4","L1","R1",41.4299003122374,-81.54064976261,54170.5974641393,8147.19740958048
98,"S2","L5","R2",39.1960249402327,-85.6685196647886,26044.1859310963,4573.53732263611
99,"S1","L1","R3",36.1791110280901,-88.9660189794376,41614.9713114754,6493.41630530416
100,"S1","L1","R2",39.3774048360065,-84.3650707190391,41079.933305584,6408.76652642017
101,"S1","L4","R3",35.5082138809375,-87.1781933072489,33782.5012807377,6190.51333345905
102,"S4","L2","R1",40.6658000185387,-81.444088408025,64187.0505891393,9549.83291137605
103,"S1","L3","R3",36.4259504224174,-86.8723740219139,36500.7959784836,6527.72207513354
104,"S1","L1","R2",38.9242785994429,-84.7345636473037,41192.7983798668,6357.82824687563
105,"S4","L2","R1",40.920934075187,-80.1168169975281,59570.283491291,9304.91589763619
106,"S1","L1","R4",34.7878871109569,-89.4786219645757,40855.2911116803,6591.18398777671
107,"S1","L3","R3",36.9076259001158,-88.1810678821057,36540.5645171619,6432.47026308938
108,"S1","L1","R4",34.2336372478167,-89.1408742952626,44815.3808273566,6664.21672973978
109,"S1","L1","R1",40.7981726201018,-82.8867974579334,41871.0062115779,6672.53581473134
110,"S2","L3","R3",35.6944789113477,-87.8430971940979,31320.0546554816,5164.71086187491
111,"S1","L1","R2",39.1667910953984,-84.5681470024865,42398.8181672643,7150.23815204531
112,"S1","L1","R3",36.9726680582389,-87.7544268572237,40538.4008068648,6647.15995438681
113,"S2","L3","R3",36.7254469371401,-87.37351448345,31320.3566214139,5061.93378297824
114,"S3","L1","R4",34.6780229276046,-91.368299763184,47329.2803534836,8275.2239661278
115,"S4","L2","R1",41.3250136648305,-80.735648044385,65541.248335041,9653.5202858026
116,"S2","L3","R3",36.0255125556141,-88.9064472618047,31490.7713883197,5209.72400571309
117,"S1","L1","R3",37.2967216623947,-88.5030403884593,40997.0862576844,6703.83275718319
118,"S2","L1","R4",33.8835096755065,-91.7502474221401,36045.544057377,5026.54238203004
119,"S1","L1","R3",35.9724698718637,-88.5728358877823,40994.7831070697,6705.65555271604
120,"S3","L2","R2",39.8990216185339,-85.0233209065627,56202.7117699795,9248.48665862464
121,"S1","L1","R4",34.7205025466392,-90.3666864621919,45145.8086577869,6979.21317353925
122,"S1","L1","R2",38.6915585318347,-85.9850264640991,40885.1373591189,6368.41595100415
123,"S4","L2","R3",37.4834904707968,-86.4379158874508,59725.5947745902,9842.25499226732
124,"S3","L2","R3",36.9302670555189,-88.0085331785958,57318.4691342213,10633.135992139
125,"S4","L2","R1",40.7281310719205,-82.2270560117904,65451.4451203893,9512.2822403694
126,"S4","L2","R2",39.9571571002016,-83.5451234926004,90522.0170338115,13927.867843257
127,"S4","L2","R2",38.6057334665675,-85.6463246101048,63094.2618468238,8917.33013036779
128,"S1","L2","R2",39.1896777898073,-84.0099269866478,50167.4765625,7665.25563529866
129,"S3","L1","R1",40.3412417432293,-82.1960912023205,45670.8919057377,8386.53290413582
130,"S1","L1","R3",37.278042985592,-88.1592105203308,41471.8416367828,6493.30481199242
131,"S4","L2","R1",41.1527360217646,-81.5776493977755,70745.5640368852,11848.934498593
132,"S1","L1","R3",35.5847213575616,-88.349645301234,45159.5240458504,8865.78483490817
133,"S1","L1","R4",33.8390955572249,-89.1881268811412,40489.7518570697,6307.08462877772
134,"S1","L4","R1",41.3530321544735,-81.3253880897537,33344.46875,6200.60286331514
135,"S1","L1","R4",34.2964036007179,-91.7383034385275,40723.4097720287,6602.31266700855
136,"S2","L5","R4",33.5069572262,-89.4753259830177,25126.9995517418,4573.07583449161
137,"S4","L1","R1",41.4970692822477,-82.2666607089341,52404.0208119877,8425.04680764593
138,"S1","L1","R1",41.4366786378901,-82.6088644634001,40298.1508388832,6695.16424065635
139,"S4","L2","R2",38.6199593684869,-85.2269582787994,66394.2057505123,7755.3295743492
140,"S4","L1","R1",40.8470336116152,-81.859987254953,53873.8211449795,8546.35111422815
141,"S1","L1","R2",38.7670207219198,-85.934720620513,41351.9220671107,6363.68058325349
142,"S2","L1","R3",35.8395381001756,-88.4177972993348,35862.4524526127,5119.68336878947
143,"S3","L2","R3",37.023970646318,-86.5505098425783,57521.7874615779,8225.25024758812
144,"S1","L3","R3",36.554789881222,-87.1416438200977,36737.057729252,6607.84190371884
145,"S1","L3","R1",41.5326398421079,-81.293848910369,36640.3819159836,6587.01556781469
146,"S4","L2","R1",40.492975029489,-82.33759176475,89325.0685194672,13309.5168864607
147,"S4","L2","R4",33.9826161370147,-90.8623707392253,64724.5048668033,9268.31207856505
148,"S1","L1","R2",39.7901602691272,-83.1608133187983,37363.2629674693,5658.13647656156
149,"S2","L3","R2",39.09349095996,-83.2073497765232,31525.4589203381,5424.93668317351
150,"S4","L2","R1",41.3446298494004,-80.6468054782599,69132.3240906762,11550.2277859025
151,"S1","L3","R2",38.7576151089743,-84.0501840549987,35616.1796554816,6035.83335139376
152,"S2","L1","R1",40.9457963540452,-82.565320558846,36042.0821593238,5226.21203775667
153,"S4","L2","R1",40.7594453507336,-82.0350878685713,82272.211513832,13543.2642042717
154,"S1","L3","R2",38.5939749975223,-83.2338143365923,37036.779296875,7045.697612623
155,"S3","L1","R2",39.7226222426398,-85.492278158199,47449.7404585041,8619.80612309948
156,"S1","L1","R3",37.38519772375,-86.0673526886385,44463.8217213115,10050.8887371157
157,"S4","L2","R1",41.0722900337772,-81.6225245741662,65769.7005635246,9035.61895000642
158,"S4","L2","R2",38.9681691878941,-84.9037841092795,64381.7044697746,8548.79651533116
159,"S2","L1","R3",36.0188533402979,-87.9695832435973,35862.4524526127,5119.68336878947
160,"S4","L2","R1",40.4705841368297,-80.9741195011884,84741.3214651639,11374.2273206218
161,"S1","L1","R3",36.6313086869195,-86.2779039833695,40994.7831070697,6705.65555271604
162,"S4","L1","R2",39.8548503404018,-83.5290008711163,53493.7852843238,7977.44482642377
163,"S1","L2","R3",36.8392070918344,-88.1070083207451,50385.1889088115,7966.25270896113
164,"S1","L1","R3",36.5930455885828,-87.0243726121262,40994.4065061475,6598.57826782876
165,"S1","L1","R2",38.954331436893,-84.5120849420782,41450.7597015881,6420.87733904323
166,"S1","L1","R2",39.9087076009018,-85.8011950966902,40827.4970222848,6665.40941736257
167,"S1","L1","R2",39.5314113725908,-85.8870565083344,40732.015625,6785.35278933403
168,"S2","L3","R3",36.2618074002676,-87.3686032225378,31320.0546554816,5164.71086187491
169,"S1","L2","R4",33.7196353164036,-90.3039660190698,50491.2270747951,7797.25369832044
170,"S1","L1","R2",38.5592487967806,-84.7328411752824,42815.1704021516,7087.97088085677
171,"S4","L2","R3",37.3473984263837,-86.2863832723815,62038.9491547131,9607.91745850823
172,"S1","L1","R1",40.4125084343366,-82.0981384748593,41004.5391265369,6617.72000683016
173,"S4","L2","R1",41.568194989441,-80.7437399867922,73848.112192623,7371.6490154892
174,"S1","L1","R4",33.6318419221789,-91.4544702540152,40350.0493084016,6175.60902146237
175,"S4","L2","R1",41.2360839045374,-81.6543256817386,104365.882684426,18559.461699382
176,"S4","L2","R3",36.5226291930303,-87.7037972263061,68426.5834400615,12415.1689846074
177,"S2","L1","R4",34.5878419280052,-91.8168752298225,36009.5604508197,4954.87556208685
178,"S3","L2","R3",37.3067245758139,-86.2877057145815,53673.2370005123,10131.6207233243
179,"S1","L1","R2",38.9152826087084,-83.8158459158149,44967.4098360656,4928.88847585982
180,"S1","L3","R2",39.6296651493758,-84.2856921472121,36935.3966444672,6753.76683612532
181,"S3","L1","R3",35.5077926861122,-87.594874688657,47216.3347207992,8557.47719931135
182,"S3","L1","R1",40.6311618803535,-81.6577313279267,44888.1301229508,7255.16624430832
183,"S1","L3","R1",41.3040935477708,-82.832969854353,37623.2584848873,6683.95439534934
184,"S1","L2","R2",39.703357325634,-84.5875387485139,50391.1768058402,7183.22564297975
185,"S1","L1","R3",36.127685144078,-86.4572611600161,41411.7514408299,6861.50222424177
186,"S2","L5","R2",38.9913960985141,-85.2573051129002,26321.9395811988,4605.77156831357
187,"S1","L1","R1",40.5505556434859,-82.1979613816366,38442.5004482582,8817.77056523137
188,"S3","L2","R1",41.0598037391202,-81.2041991802398,55949.0514216189,8423.33572219557
189,"S2","L3","R3",36.2678733430803,-88.9556162189692,31490.7713883197,5209.72400571309
190,"S3","L3","R1",41.633186462149,-80.0235246787779,41709.7311091189,6647.3553698295
191,"S3","L1","R1",40.5660832565511,-82.4264301175717,45236.9095158811,7347.01304782661
192,"S1","L1","R3",35.5838389969431,-88.7666843042243,44153.6664959016,7032.42800552311
193,"S2","L3","R4",34.3239196907962,-90.006934388075,31180.2705238217,5062.36068132398
194,"S1","L1","R2",39.2647643490927,-84.8673798323143,41198.1170914447,6444.76320179966
195,"S4","L1","R1",41.6934339515632,-82.989393515978,56029.6554815574,8680.13176775322
196,"S1","L1","R3",36.8689729459584,-86.7940579561982,41017.7853483607,6383.46973728116
197,"S2","L5","R1",40.7916154085426,-81.6858214868698,26706.4796362705,6097.23447477395
198,"S4","L2","R3",36.6093636588193,-88.6896818238311,62718.0630122951,9980.66311279041
199,"S1","L1","R4",34.7721615206683,-89.8989447653294,39643.6125128074,5962.48923308676
200,"S2","L1","R2",39.475392250577,-83.8679044907913,36431.0732902152,5725.15920498557
201,"S4","L1","R1",40.5058342456352,-82.2477906483691,56097.0578253074,7820.97787825653
202,"S4","L2","R2",39.092880642158,-85.9696528005879,59869.417392418,9474.20649043028
203,"S2","L4","R2",39.7184572428232,-85.2291473965161,29627.7490074283,5345.66010310598
204,"S4","L1","R3",36.6927259215154,-86.8022315062117,53555.2624871926,7847.74460487858
205,"S1","L1","R2",39.8276989773149,-83.2194117584731,40755.9253329918,6549.71534758692
206,"S1","L1","R1",41.596419120091,-81.2774308009539,45887.9718878074,6564.49485464168
207,"S1","L1","R3",36.5519485482946,-88.1345167665277,41691.8765048668,6473.37397366976
208,"S3","L1","R1",40.5900067771785,-81.2300026176963,45719.9528048156,7714.68831573461
209,"S1","L1","R1",40.3900968996808,-82.3312149797566,40735.930776127,6520.94962714069
210,"S1","L5","R1",40.3926919688471,-82.6895231041126,31976.4269979508,6158.28715055728
211,"S4","L2","R1",40.9194724293891,-80.7904819191899,65263.0320184426,9419.14233057897
212,"S4","L2","R3",36.4804483964108,-86.8660392973106,65125.5538550205,8715.35764088504
213,"S1","L1","R2",38.5275461255806,-85.3268835991621,42696.3585425205,5927.44515371343
214,"S1","L1","R4",34.5269130443921,-91.3511755343061,40400.4407018443,6610.48155892124
215,"S3","L2","R1",40.1810281666229,-80.7654918497428,55967.169057377,8916.86297935327
216,"S2","L5","R1",41.2914502487052,-81.6955095629673,25493.3043352971,4862.93940453504
217,"S4","L1","R1",40.6982106853742,-82.4756745880004,51902.3396516393,8405.699333076
218,"S1","L3","R2",39.781149966293,-84.0272143881302,36028.774814293,6658.00639033715
219,"S4","L2","R1",41.4956172507256,-80.7126254367176,66268.9795722336,9882.29779013317
220,"S2","L4","R3",36.1081049381755,-87.3656834962312,29156.187211834,4948.48037331761
221,"S1","L1","R2",38.72700725717,-83.4091840120964,41097.2058145492,6386.50751903131
222,"S4","L2","R2",38.9227175045526,-83.974998250138,62449.7032530738,9292.82842768632
223,"S2","L5","R2",39.5000577367609,-85.5155963334255,27242.6166752049,5268.42881567397
224,"S1","L2","R2",39.9660753651988,-85.9637290798128,51120.184682377,7655.86795389684
225,"S1","L1","R1",40.1898347027134,-81.5631544231437,40769.0525742828,6548.28946823736
226,"S2","L5","R4",34.7091642142041,-91.6309905964881,25840.7008516906,5141.16085682533
227,"S4","L2","R1",40.9123371457448,-82.7101392925251,56483.1397925205,7878.19280877585
228,"S1","L1","R1",41.0524305482628,-80.1473292952869,38820.9640753074,7073.74333299474
229,"S1","L1","R2",38.6803556928644,-84.1527318074368,41296.5425525102,6386.50625756272
230,"S2","L4","R4",34.9630475196755,-90.4956345595419,28939.2009797643,4993.45730781516
231,"S4","L2","R3",36.5163161694072,-87.2482288035098,62606.4312243852,9855.33945436994
232,"S1","L1","R4",34.2330103027634,-89.4862179644406,41303.0296490779,6203.18482014911
233,"S1","L3","R3",36.7465227670036,-88.9719663707074,36751.6805199795,6630.67695602357
234,"S2","L4","R2",39.8415019381791,-84.8539430114906,29244.455366291,5268.9856657191
235,"S1","L1","R3",37.3158928016201,-86.2765955668874,41454.136430584,6837.76557976456
236,"S1","L1","R3",36.6388865495101,-88.667667320231,41469.538486168,6495.357838556
237,"S2","L3","R3",36.5965611478314,-87.6025369900744,31490.7713883197,5209.72400571309
238,"S1","L1","R2",38.8387276349822,-83.4622151001822,38471.209272541,6106.44375175796
239,"S3","L1","R3",37.024056664668,-87.6036426175851,47522.1871157787,8710.3833426852
240,"S3","L2","R3",36.4567388934083,-86.3749383748509,55686.6892289959,9097.02504274906
241,"S1","L1","R4",33.7555534709245,-91.3845950351097,42992.5449538934,6727.65161244656
242,"S4","L1","R1",41.2259399914183,-82.0295908062253,53108.6207735656,8332.45336293444
243,"S4","L2","R2",39.7340760874795,-85.9554563334677,62650.2885502049,9211.03909030918
244,"S2","L5","R4",34.7658720621839,-91.3150379164144,25840.7008516906,5141.16085682533
245,"S4","L1","R2",39.061254081782,-85.7948444639333,54610.6952484631,8202.96986487795
246,"S3","L1","R3",36.7864431189373,-88.5838599666022,47618.8849897541,8966.84376255559
247,"S1","L1","R3",37.3962376755662,-87.3284175763838,40988.3156378074,6587.26195409867
248,"S1","L1","R2",38.5329905729741,-83.9726900025271,39714.1737961066,6630.82318069174
249,"S1","L3","R2",39.9895671705017,-85.8319397966843,36281.6722272029,6526.41411626465
250,"S2","L3","R4",34.481940117199,-91.436920103617,31622.9426229508,4999.60760297156
251,"S2","L3","R1",40.5372684689704,-80.6972021684051,31976.6747566598,5876.23190640452
252,"S3","L2","R1",40.4770394889172,-81.434312899597,55673.4027920082,9077.77550447958
253,"S4","L2","R1",41.1081776078558,-81.8164774486795,62443.3611039959,9454.09279244698
254,"S4","L1","R1",40.5547864346299,-80.1026394993532,52439.3821080943,8582.84609000403
255,"S3","L2","R4",34.3961777999066,-91.098895250354,56017.5765240779,9122.91316420817
256,"S1","L2","R4",33.5373474041699,-91.9517245718744,51173.9318007172,7475.93842659107
257,"S1","L3","R1",40.3857033779146,-80.9094828034285,36692.250288166,6660.86288517696
258,"S2","L4","R4",33.6970673815813,-91.7367599194404,27905.132524334,4800.34456258256
259,"S4","L1","R1",40.9016796719749,-82.6748617535923,50112.3892161885,7790.03941401695
260,"S1","L1","R4",33.6381941778818,-89.4919753624126,39612.6408811475,6199.8249779479
261,"S4","L2","R1",41.673703524936,-81.073623391334,54037.5406634221,10779.9057015043
262,"S1","L1","R1",41.5993618508102,-81.8086671864148,41452.0507492316,6585.44192534268
263,"S1","L5","R1",41.2461176322773,-80.028709228849,31247.1664959016,6559.42974599713
264,"S3","L1","R3",36.3003383567557,-87.8315619386267,47320.4779072746,8658.26228820932
265,"S2","L4","R2",38.9567166859051,-83.3682864503935,28839.4189933402,4882.02845726219
266,"S1","L1","R4",34.4733237194596,-90.0823396639898,41169.8430776127,6394.08718877782
267,"S4","L2","R1",40.671763050044,-82.0962447926868,51135.178598873,8529.47811583124
268,"S1","L2","R1",40.6904518733965,-82.7164534081239,51624.0196593238,7846.46235322465
269,"S1","L4","R1",40.1340413109399,-82.9193734794389,34022.9394211066,6132.37528872019
270,"S1","L1","R2",38.6561179540586,-84.648162858095,39140.0121029713,6480.39129366428
271,"S1","L3","R2",38.8299747665878,-85.4091164087877,38221.4226434426,6754.93549545499
272,"S2","L4","R2",39.9309268716024,-84.1814375438262,28919.0336834016,5553.49650785751
273,"S2","L3","R4",34.3783506562468,-90.8862069873139,31350.7063268443,5210.15094547416
274,"S4","L2","R4",33.7231669656467,-89.2797594293952,62382.5309938525,10053.0871299703
275,"S4","L1","R1",41.4095679262653,-82.7974408136215,53219.9050332992,8574.86903769004
276,"S1","L1","R2",39.3907577396603,-84.9813837960828,41792.2839715676,6662.20305465691
277,"S1","L3","R1",41.7521885806462,-81.9397586383857,36520.1038678279,6494.23134370233
278,"S4","L1","R4",34.1083122832933,-90.4321880724747,57081.4579918033,7004.63349850594
279,"S2","L3","R2",39.0777873899788,-84.7423015017994,31865.2432441086,5088.75990107627
280,"S4","L2","R2",38.6354831263889,-85.8579849801026,64067.5726818648,9314.42439229893
281,"S1","L4","R1",41.3896083881613,-80.8446083466988,33655.4528048156,6237.65522765348
282,"S1","L2","R2",39.6184543259442,-85.4794638606254,51683.2811859631,7462.84589662065
283,"S4","L1","R1",40.7741938108578,-82.3891727325972,52562.4574154713,8400.18037520157
284,"S4","L2","R3",36.5139954537153,-86.7752545240801,58295.864369877,9528.39798818705
285,"S1","L3","R3",35.5383820612915,-86.4519845654722,36276.8340804303,6526.61711864447
286,"S4","L2","R4",34.1953606457682,-90.7287708895747,65031.5288165984,11265.8095574208
287,"S1","L4","R1",40.2103781099664,-82.1568098866846,34235.7900230533,6555.82641913397
288,"S3","L2","R3",36.782925278414,-86.4472471675836,55992.8150614754,9237.97079984051
289,"S2","L5","R2",39.3506791992113,-83.4691050902475,25596.6433465676,4619.36979314654
290,"S1","L1","R3",36.0584476212971,-87.1547892454546,41469.538486168,6495.357838556
291,"S1","L3","R1",40.6061610304518,-82.3405045648105,37325.9900422643,6244.44289414455
292,"S1","L1","R1",40.271226689918,-80.7106798929162,40841.0453060963,6292.18354284801
293,"S2","L4","R2",38.5845733380411,-83.6302701102104,28354.644243084,5032.19365396553
294,"S4","L2","R2",39.2543624561513,-85.2364767526742,69695.9497310451,10061.6522342325
295,"S1","L1","R1",41.3822205835255,-80.4773372025229,41003.6593237705,6266.81768106477
296,"S1","L1","R1",41.4882300089346,-80.2075367837679,41138.0663742316,6315.45421081762
297,"S2","L3","R4",34.5172965916572,-89.1407330427319,31287.7859567111,5198.27707050024
298,"S4","L1","R1",40.2761193964398,-82.1901733418927,63479.5014728484,6650.90797588561
299,"S1","L1","R3",36.0376068996266,-88.8899363542441,41970.471567623,6782.43223666018
300,"S2","L5","R2",38.8529032870429,-83.8784787568729,25920.6148821721,4623.78963096003
301,"S1","L3","R2",38.6124351267936,-83.7727843450848,37015.3460553279,6407.36712622489
302,"S1","L4","R2",39.9034692208515,-85.2129308194853,33135.4968301742,6212.97307392402
303,"S4","L2","R1",41.4244120007381,-81.4282007690053,65424.2836834016,9219.87071968377
304,"S1","L1","R4",33.5798891547602,-90.2418708903715,39357.1151703381,6529.97453266795
305,"S4","L1","R1",41.1712241497822,-80.2061157606076,53293.0454021516,8251.4916361083
306,"S1","L3","R2",38.5301110137952,-83.466934787808,36289.5313780738,6466.13058986854
307,"S1","L5","R2",39.2819707695162,-83.2401727575343,31808.4304559426,6339.53731998717
308,"S4","L2","R3",36.6190917384811,-88.8304198111873,60892.7679303279,9828.06568107286
309,"S1","L5","R1",40.8691792701837,-82.550836768467,32664.8607197746,6222.70328935319
310,"S2","L5","R1",40.936898658867,-80.9706582578365,24782.7649526127,5138.39653592586
311,"S4","L2","R2",39.3809171862667,-83.4394049542025,63616.8807633197,8903.67839526335
